handle,first_name,last_name,status,photo_url,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,igl,gender,country,primary_language,regions,league
belmonte,KACPER,MORDAK,active,http://static.lolesports.com/players/1682273313994_silhouette_transparent.png,ANM,"sova, omen, brimstone",587.0,0.79,150.6,0.72,62%,99.8,0.51,0.25,0.05,0.1,25%,13%,FALSE,Male,Poland,Polish,eu,valorant champions international
purp0,Semyon,Borchev,active,,GX,"jett, cypher, raze",2708.0,1.17,236.2,1.24,74%,150.3,0.84,0.21,0.16,0.11,35%,17%,FALSE,Male,Russia,Russian,eu|mn,valorant champions international
SEIDER,Mathias,Seider,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FKS,"viper, astra, omen",4712.0,0.94,190.3,0.98,70%,120.9,0.68,0.27,0.08,0.1,32%,15%,TRUE,Male,Denmark,Danish,eu,valorant champions international
iluri,Ilari,Puranen,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,MOUZ,"sova, breach, killjoy",4840.0,0.96,174.5,0.92,73%,115.2,0.61,0.31,0.06,0.08,32%,16%,TRUE,Male,Finland,Finnish/Swedish,eu,valorant champions international
weber,Brandon,Weber,active,http://static.lolesports.com/players/1709343217437_THCoach-2.png,TH,"cypher, breach, omen",388.0,0.84,155.1,0.78,63%,105.8,0.56,0.25,0.04,0.06,36%,11%,FALSE,Male,UNITED KINGDOM,English,ap|eu,valorant champions international
N4RRATE,Marshall,Massey,active,http://static.lolesports.com/players/1709342220675_KCN4RRATE-3.png,SEN,"jett, gekko, raze",1137.0,1.16,233.2,1.17,76%,153.9,0.81,0.33,0.12,0.08,26%,19%,FALSE,Male,United States,English,eu|na,valorant champions international
Jamppi,Elias,Olkkonen,active,http://static.lolesports.com/players/1709343430415_TLJampi-2.png,TL,"jett, sova, chamber",5859.0,1.03,215.3,1.11,70%,134.4,0.77,0.22,0.15,0.13,25%,18%,FALSE,Male,Finland,Finnish/Swedish,eu,valorant champions international
eva,Nur,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyakyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyr,active,http://static.lolesports.com/players/1633033031951_silhouette.png,FLCV,"sova, skye, sage",2444.0,1.16,210,1.23,77%,138.0,0.78,0.29,0.07,0.05,28%,20%,FALSE,Male,Turkey,Turkish,eu|mn,valorant champions international
kero,Kerimhan,Duman,active,http://static.lolesports.com/players/1627379122934_placeholder.png,BBL,"breach, kayo, skye",1525.0,0.87,167.2,0.78,72%,111.2,0.57,0.29,0.05,0.09,24%,17%,FALSE,Male,Turkey,Turkish,eu|mn|na,valorant champions international
bucher,Maximilian,Bucher,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FKS,"killjoy, cypher, viper",2247.0,1.01,189.7,1.02,71%,126.3,0.68,0.23,0.06,0.06,33%,13%,FALSE,Male,Germany,German,eu,valorant champions international
mikee,Michael,Lim,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,JL,"cypher, breach, skye",2696.0,0.95,182,0.9,69%,121.1,0.62,0.24,0.06,0.09,26%,15%,FALSE,Male,France,French,eu|na,valorant champions international
MOLSI,Michai? 1/2i? 1/2,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyycki,active,http://static.lolesports.com/players/1643910281065_placeholder.png,APK,"sova, raze, skye",4687.0,1.1,218.2,1.11,74%,144.9,0.76,0.33,0.1,0.08,27%,14%,TRUE,Male,Poland,Polish,eu,valorant champions international
Vuubit,ROOPE,EILOLA,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,ACE,"kayo, breach, viper",1885.0,1.11,223.5,1.11,72%,143.9,0.8,0.32,0.11,0.09,31%,16%,FALSE,Male,Finland,Finnish/Swedish,eu,valorant champions international
keloqz,Cista,Wassim,active,http://static.lolesports.com/players/1627377433750_placeholder.png,DVM,"jett, chamber, raze",3903.0,0.97,219.1,1.03,67%,137.7,0.77,0.14,0.18,0.16,28%,9%,FALSE,Male,France,French,eu,valorant champions international
Nivera,Nabil,Benrlitom,active,,KC,"viper, killjoy, cypher",2861.0,1.03,196.7,1.1,72%,128.1,0.71,0.22,0.1,0.08,29%,17%,FALSE,Male,Belgium,Dutch/French/German,eu,valorant champions international
H1ber,Joona,Parviainen,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,HGE,"raze, jett, reyna",4746.0,1.02,231.8,1.03,69%,149.5,0.79,0.24,0.16,0.16,24%,20%,FALSE,Male,Finland,Finnish/Swedish,eu,valorant champions international
Rip,Berk,Tepe,active,http://static.lolesports.com/players/1627378595867_placeholder.png,FF,"breach, omen, brimstone",348.0,0.51,163.5,0.75,57%,113.3,0.58,0.25,0.07,0.11,37%,15%,FALSE,Male,TURKEY,Turkish,eu,valorant champions international
marteen,Martin,Pi? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1633033031951_silhouette.png,KC,"jett, raze, yoru",3073.0,1.1,224.4,1.08,72%,146.6,0.79,0.22,0.15,0.13,25%,16%,FALSE,Male,Czechia,Czech,eu,valorant champions international
Tomaszy,Tomi? 1/2i? 1/2,Machado,active,http://static.lolesports.com/players/1709342299979_KCTomaszy-3.png,KC,"neon, jett, viper",2823.0,1.03,229.4,1.08,72%,150.4,0.8,0.24,0.15,0.12,33%,14%,FALSE,Male,Portugal,Portuguese,eu,valorant champions international
CyderX,Caner,Demir,active,http://static.lolesports.com/players/1643910350419_placeholder.png,EF,"sova, skye, breach",2779.0,0.89,156.3,0.82,70%,108.1,0.55,0.3,0.04,0.06,32%,13%,FALSE,Male,Turkey,Turkish,eu,valorant champions international
Wo0t,Alkan,Gi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,TH,"jett, viper, omen",3628.0,1.08,223,1.1,74%,144.6,0.77,0.32,0.13,0.12,34%,17%,FALSE,Male,Turkey,Turkish,eu,valorant champions international
dimasick,Dmitriy,Matvienko,active,http://static.lolesports.com/players/1627377019685_placeholder.png,KBG,"cypher, reyna, sova",2905.0,0.97,200.2,1.02,70%,129.6,0.71,0.21,0.11,0.09,31%,12%,TRUE,Male,Kazakhstan,Kazakh/Russian,eu,valorant champions international
feqew,Lukas,Petrauskas,active,http://static.lolesports.com/players/1643910256080_placeholder.png,FLK,"jett, cypher, killjoy",4668.0,1.05,220.2,1.1,70%,140.5,0.78,0.21,0.14,0.11,26%,13%,FALSE,Male,Lithuania,Lithuanian,eu,valorant champions international
Masked,Mikkel,Fuglsang,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,WHO,"omen, astra, sage",1475.0,0.95,189.9,0.9,69%,126.3,0.65,0.29,0.08,0.07,28%,15%,FALSE,Male,Denmark,Danish,eu,valorant champions international
Magnum,Martin,Pei? 1/2i? 1/2i? 1/2i? 1/2,active,,KC,"killjoy, cypher, skye",5686.0,1.0,203.4,1.01,72%,131.2,0.7,0.26,0.1,0.11,25%,19%,TRUE,Male,Czechia,Czech,eu,valorant champions international
Wolfen,Berkant,Joshkun,active,http://static.lolesports.com/players/1686713962877_EMEA_VCT23_20230320_KOI_WOLFEN_FRONT.png,KBG,"sova, jett, chamber",2928.0,1.02,220.4,1.04,70%,141.4,0.77,0.2,0.14,0.13,30%,15%,FALSE,Male,Bulgaria,Bulgarian,eu,valorant champions international
soulcas,Dom,Sulcas,active,http://static.lolesports.com/players/1686714235923_EMEA_VCT23_20230321_TL_SOULCAS_front.png,APK,"skye, raze, sova",7501.0,1.01,197.1,1.04,73%,128.7,0.69,0.32,0.08,0.09,29%,12%,FALSE,Male,United Kingdom,English,eu,valorant champions international
Lime,Jacob,Foster,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FKS,"jett, killjoy, yoru",3837.0,1.11,220.8,1.15,70%,145.7,0.79,0.2,0.13,0.11,30%,18%,FALSE,Male,United Kingdom,English,eu,valorant champions international
snikk,Sebastian,Kamii? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,Z10,"sova, raze, phoenix",5320.0,0.99,207.1,0.98,69%,138.1,0.72,0.25,0.1,0.1,30%,15%,TRUE,Male,Poland,Polish,eu,valorant champions international
Bromas,Ramos,Gonzalez,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,VLNT,"sova, breach, skye",1860.0,0.95,199,0.96,70%,130.0,0.7,0.34,0.06,0.07,24%,12%,FALSE,Male,SPAIN,Spanish,eu,valorant champions international
Derke,Nikita,Sirmitev,active,http://static.lolesports.com/players/1686714503344_EMEA_VCT23_20230321_FNC_DERKE_front.png,VIT,"jett, raze, chamber",7660.0,1.12,251.1,1.21,71%,159.0,0.87,0.19,0.21,0.17,26%,18%,FALSE,Male,Finland,Finnish/Swedish,eu,valorant champions international
chiwa,Stepanyuk,Egor,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ACE,"cypher, killjoy, sage",5657.0,1.08,217.8,1.13,70%,142.5,0.77,0.22,0.1,0.09,27%,14%,FALSE,Male,Russia,Russian,eu,valorant champions international
paTiTek,Patryk,Fabrowski,active,http://static.lolesports.com/players/1709343272863_THPattitek-61.png,TH,"omen, kayo, breach",6532.0,1.02,205.4,1.03,74%,129.8,0.71,0.33,0.1,0.09,23%,17%,FALSE,Male,Poland,Polish,eu,valorant champions international
Braveaf,Andrey,Gorchakov,active,http://static.lolesports.com/players/1643910119992_placeholder.png,S2G,"sova, skye, raze",2093.0,0.97,195.1,0.95,69%,126.4,0.68,0.27,0.09,0.09,27%,17%,FALSE,Male,RUSSIA,Russian,eu,valorant champions international
Melzz,Melinda,Blomqvist,active,http://static.lolesports.com/players/1637004250918_placeholder.png,ALL.C,"killjoy, breach, skye",1001.0,0.95,189.6,0.88,68%,123.5,0.64,0.34,0.08,0.09,19%,14%,FALSE,Female,SWEDEN,Swedish,eu,valorant champions international
Kuba,Jakub,Dogan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FKS,"sova, skye, breach",999.0,0.94,182.5,0.9,71%,117.7,0.62,0.33,0.06,0.06,23%,11%,FALSE,Male,Germany,German,eu,valorant champions international
Destina,Kardelen,Bai? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1637005724547_placeholder.png,MadW,"sova, sage, fade",609.0,0.76,168.4,0.69,62%,114.6,0.55,0.27,0.06,0.09,26%,7%,FALSE,Female,TURKEY,Turkish,eu,valorant champions international
L1NK,Travis,Mendoza,active,,UCAM,"omen, sage, raze",5705.0,1.01,188.8,1.04,73%,122.2,0.68,0.27,0.07,0.06,30%,14%,FALSE,Male,United Kingdom,English,eu,valorant champions international
Doma,Domagoj,Fancev,active,,FNC,"raze, sage, skye",4872.0,1.02,220.2,1.09,73%,141.0,0.77,0.25,0.1,0.1,25%,18%,FALSE,Male,Croatia,Croatian,ap|eu,valorant champions international
Jduh,Ceyda,Kondu,active,http://static.lolesports.com/players/1633033031951_silhouette.png,BBL.Q,"astra, omen, sova",3297.0,1.06,200,1.03,71%,130.9,0.71,0.34,0.08,0.07,28%,17%,FALSE,Male,Turkey,Turkish,eu,valorant champions international
neptuNo,Alberto,Gonzalez Molinillo,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,SZK,"killjoy, viper, omen",2423.0,0.96,180.2,0.93,71%,120.3,0.62,0.33,0.06,0.09,24%,14%,TRUE,Male,Spain,Spanish,eu,valorant champions international
Kamo,Kamil,Fri? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1709342432642_KOIKamo-6.png,TL,"jett, raze, chamber",2524.0,1.11,252.4,1.16,69%,164.4,0.88,0.18,0.19,0.17,29%,16%,FALSE,Male,Poland,Polish,eu,valorant champions international
Alfajer,Emir Ali,Beder,active,http://static.lolesports.com/players/1691658475309__0032_FNC_Alfajer_White_1500x1500_001.png,FNC,"killjoy, raze, cypher",5753.0,1.15,229.6,1.24,74%,152.8,0.82,0.19,0.12,0.1,29%,17%,FALSE,Male,Turkey,Turkish,eu,valorant champions international
GRUBINHO,Grzegorz,Ryczko,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,KOI,"sova, omen, astra",5489.0,1.04,198.4,1.02,72%,127.9,0.69,0.31,0.09,0.09,29%,19%,FALSE,Male,Poland,Polish,eu,valorant champions international
musashi,Alessio,Xhaferi,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ACE,"raze, jett, kayo",5903.0,1.05,219.5,1.07,71%,140.7,0.77,0.27,0.12,0.13,27%,13%,FALSE,Male,Germany,German,eu,valorant champions international
vakk,Vakaris,Bebravii? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1627374802867_placeholder.png,NASR,"jett, raze, breach",4598.0,1.03,220.4,1.08,71%,137.7,0.77,0.23,0.13,0.11,24%,13%,FALSE,Male,Lithuania,Lithuanian,eu|mn,valorant champions international
PHYRN,Oskar,Palmqvist,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,AYM,"cypher, killjoy, omen",2868.0,1.01,188.8,0.98,71%,125.3,0.66,0.24,0.07,0.07,22%,14%,FALSE,Male,Sweden,Swedish,eu,valorant champions international
Goked,ALEJANDRO,LOPEZ CAMPOY,active,http://static.lolesports.com/players/1686713921975_EMEA_VCT23_20230320_KOI_GOKED_asstCOACH_FRONT.png,LEV,"sova, breach, sage",373.0,,201.3,0.89,,139.6,0.66,0.36,0.05,0.04,19%,13%,FALSE,Male,SPAIN,Spanish,eu,valorant champions international
MAGNUM,Martin,Pei? 1/2i? 1/2i? 1/2i? 1/2,active,,KC,"killjoy, cypher, skye",5686.0,1.0,203.4,1.01,72%,131.2,0.7,0.26,0.1,0.11,25%,19%,TRUE,Male,Czechia,Czech,eu,valorant champions international
Felipa,Zehra,Durak,active,http://static.lolesports.com/players/1637006351240_placeholder.png,BBL.Q,"breach, raze, sova",3093.0,0.99,192.1,0.95,74%,126.9,0.67,0.38,0.07,0.07,29%,15%,FALSE,Female,Turkey,Turkish,eu,valorant champions international
PoPiFresH,Mario,Gonzalez Fluixa,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,TQ,"jett, killjoy, raze",2543.0,0.9,202.5,0.96,69%,127.4,0.71,0.2,0.15,0.13,19%,11%,FALSE,Male,Spain,Spanish,eu,valorant champions international
Lowel,Christian,Garcia,active,http://static.lolesports.com/players/1633033031951_silhouette.png,CASE,"sage, omen, sova",3312.0,1.11,195.3,1.22,75%,126.4,0.71,0.36,0.05,0.04,25%,15%,FALSE,Male,SPAIN,Spanish,eu,valorant champions international
JUGI,Jakob,Hansen,active,http://static.lolesports.com/players/1646131028616_placeholder.png,FKS,"jett, neon, chamber",2342.0,1.14,233.1,1.22,71%,149.6,0.83,0.18,0.16,0.12,22%,14%,FALSE,Male,DENMARK,Danish,eu,valorant champions international
Br0die,Jack,Emmott,active,http://static.lolesports.com/players/1627375026506_placeholder.png,ACE,"sova, breach, skye",6225.0,0.92,171.8,0.88,71%,113.7,0.6,0.31,0.06,0.09,27%,15%,FALSE,Male,United Kingdom,English,eu,valorant champions international
B3ASTM0D3,Ivan,Ledii? 1/2i? 1/2,active,,OVA,"omen, astra, viper",1736.0,0.94,179.5,0.91,68%,119.1,0.63,0.29,0.08,0.09,32%,12%,FALSE,Male,Germany,German,eu,valorant champions international
Alkyia,ERi? 1/2i? 1/2,Azra,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BBL.Q,"jett, raze, skye",2847.0,0.98,225.2,1.03,69%,147.3,0.77,0.2,0.2,0.17,27%,12%,FALSE,Female,TURKEY,Turkish,eu,valorant champions international
Dreamas,Aurimas,Zablockis,active,http://static.lolesports.com/players/1643910234769_placeholder.png,Lash,"killjoy, raze, viper",4158.0,0.99,198.1,1.02,70%,131.1,0.69,0.2,0.09,0.09,21%,15%,FALSE,Male,Lithuania,Lithuanian,eu,valorant champions international
Jakexd,Alhan,Meguenni,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,AKR,"omen, viper, jett",962.0,0.87,182.1,0.83,63%,123.1,0.62,0.22,0.08,0.1,24%,10%,FALSE,Male,France,French,eu,valorant champions international
m1tez,Muhammed,Tezcan,active,http://static.lolesports.com/players/1627380446732_placeholder.png,REG,"omen, astra, viper",3572.0,0.88,200.9,0.93,66%,128.3,0.7,0.24,0.12,0.13,33%,16%,TRUE,Male,Turkey,Turkish,eu,valorant champions international
MiniBoo,Dominykas,Lukai? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1709343242347_THMiniBoo-3.png,TH,"jett, raze, neon",4529.0,1.03,221.6,1.05,70%,142.9,0.78,0.18,0.19,0.17,32%,19%,FALSE,Male,Lithuania,Lithuanian,eu,valorant champions international
Boo,Rii? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Lukai? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1643910186531_placeholder.png,TH,"omen, astra, viper",6953.0,1.0,183.4,0.98,73%,119.3,0.65,0.34,0.08,0.08,30%,15%,TRUE,Male,Lithuania,Lithuanian,eu,valorant champions international
Boaster,Jake,Howlett,active,http://static.lolesports.com/players/1709341419357_FNCBoaster-6.png,FNC,"astra, omen, breach",8025.0,0.93,177.8,0.9,73%,113.8,0.6,0.38,0.08,0.1,21%,17%,TRUE,Male,United Kingdom,English,eu,valorant champions international
Izzy,Baran,Yi? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1627379898757_placeholder.png,EF,"jett, raze, chamber",4199.0,1.1,231.3,1.2,72%,147.3,0.82,0.16,0.18,0.15,24%,15%,FALSE,Male,Turkey,Turkish,eu,valorant champions international
Fatiiiih,Fatih,Tekin,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,WYL,"sova, reyna, kayo",709.0,0.87,186.4,0.81,66%,127.5,0.61,0.31,0.08,0.12,26%,17%,FALSE,Male,France,French,eu,valorant champions international
Berrie,Berra,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyZBEK,active,http://static.lolesports.com/players/1637004434275_placeholder.png,PING,"jett, chamber, skye",646.0,0.99,232.2,1.0,65%,148.6,0.8,0.16,0.25,0.21,22%,15%,FALSE,Male,TURKEY,Turkish,eu,valorant champions international
glovee,Burak,Yi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1627380468752_placeholder.png,GAL,"sova, skye, fade",4515.0,0.89,173.3,0.86,70%,114.3,0.61,0.3,0.06,0.09,26%,17%,TRUE,Male,Turkey,Turkish,eu,valorant champions international
Ritha,Zeynep,Sualp,active,http://static.lolesports.com/players/1633033031951_silhouette.png,BBL.Q,"sova, breach, raze",2860.0,0.99,195.9,0.97,73%,132.4,0.67,0.32,0.09,0.09,23%,14%,FALSE,Female,Turkey,Turkish,eu,valorant champions international
Grubinho,Grzegorz,Ryczko,active,http://static.lolesports.com/players/1709342409404_KOIgrubinho-3.png,KOI,"sova, omen, astra",5489.0,1.04,198.4,1.02,72%,127.9,0.69,0.31,0.09,0.09,29%,19%,FALSE,Male,Poland,Polish,eu,valorant champions international
Banshee,Bi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Yurdabak,active,http://static.lolesports.com/players/1633033031951_silhouette.png,Veni,"jett, killjoy, chamber",1281.0,0.93,191.8,0.96,68%,128.7,0.7,0.17,0.1,0.11,28%,12%,FALSE,Male,TURKEY,Turkish,eu,valorant champions international
aimDLL,Hi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Kplayers/1637004434275_placeholder.png,PING,,646,"cypher, killjoy, viper",232.2,1.0,65%,148.6,0.8,0.16,0.25,0.21,22%,15%,FALSE,Male,TURKEY,Turkish,eu,,,valorant champions international
glovee,Burak,Yi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1627380468752_placeholder.png,GAL,"sova, skye, fade",4515.0,0.89,173.3,0.86,70%,114.3,0.61,0.3,0.06,0.09,26%,17%,TRUE,Male,Turkey,Turkish,eu,valorant champions international
Ritha,Zeynep,Sualp,active,http://static.lolesports.com/players/1633033031951_silhouette.png,BBL.Q,"sova, breach, raze",2860.0,0.99,195.9,0.97,73%,132.4,0.67,0.32,0.09,0.09,23%,14%,FALSE,Female,Turkey,Turkish,eu,valorant champions international
Grubinho,Grzegorz,Ryczko,active,http://static.lolesports.com/players/1709342409404_KOIgrubinho-3.png,KOI,"sova, omen, astra",5489.0,1.04,198.4,1.02,72%,127.9,0.69,0.31,0.09,0.09,29%,19%,FALSE,Male,Poland,Polish,eu,valorant champions international
Banshee,Bi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Yurdabak,active,http://static.lolesports.com/players/1633033031951_silhouette.png,Veni,"jett, killjoy, chamber",1281.0,0.93,191.8,0.96,68%,128.7,0.7,0.17,0.1,0.11,28%,12%,FALSE,Male,TURKEY,Turkish,eu,valorant champions international
aimDLL,Hi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Kabii? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1627378662544_placeholder.png,GMX,"cypher, killjoy, viper",2876.0,1.04,205.9,1.04,72%,137.3,0.72,0.25,0.08,0.08,28%,18%,FALSE,Male,Turkey,Turkish,eu|mn,valorant champions international
Keiko,Georgio,Sanassy,active,http://static.lolesports.com/players/1709343451996_TLKeiko-7.png,TL,"jett, raze, chamber",3050.0,1.1,228.5,1.19,71%,147.3,0.83,0.15,0.18,0.15,29%,17%,FALSE,Male,United Kingdom,English,eu,valorant champions international
sociablEE,Volkan,Yi? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1627378497878_placeholder.png,FF,"jett, raze, sova",5679.0,1.15,252.6,1.19,73%,161.5,0.87,0.22,0.18,0.13,24%,12%,FALSE,Male,Turkey,Turkish,eu,valorant champions international
Nariel,Yaren,Cirit,active,http://static.lolesports.com/players/1633033031951_silhouette.png,BLAZ,"jett, skye, breach",910.0,0.88,177.6,0.82,64%,120.2,0.62,0.24,0.11,0.14,25%,13%,FALSE,Female,TURKEY,Turkish,eu,valorant champions international
YaBoiLewis,Lewis,Hughes,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FKS,"raze, kayo, breach",3829.0,0.95,206.4,0.95,69%,135.7,0.72,0.29,0.11,0.14,38%,15%,FALSE,Male,Wales,English/Welsh,eu,valorant champions international
Vania,Aleyna,Keskin,active,http://static.lolesports.com/players/1637004358518_placeholder.png,G2.G,"omen, viper, brimstone",3676.0,1.25,234.3,1.32,79%,149.9,0.85,0.41,0.09,0.07,32%,20%,FALSE,Female,Turkey,Turkish,eu,valorant champions international
rayka,Zeynep,Kalkan,active,http://static.lolesports.com/players/1633033031951_silhouette.png,BBL.Q,"jett, raze, killjoy",1984.0,0.9,185.6,0.89,69%,125.1,0.65,0.23,0.11,0.1,23%,11%,FALSE,Female,TURKEY,Turkish,eu,valorant champions international
