handle,first_name,last_name,status,photo_url,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,igl,gender,country,primary_language,regions
Healing,Won,Yoojin,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DRX.C,"kayo, jett, raze",473,0.89,196,0.86,70%,123.7,0.67,0.39,0.1,0.12,14%,8%,TRUE,Female,South Korea,Korean,
HaReeee,Matsumoto,Yousei,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NTH,"reyna, phoenix, omen",1971,1.02,218.3,1.02,66%,138,0.75,0.22,0.12,0.1,28%,12%,FALSE,Male,Japan,Japanese,
Xandrite,Iwai,Dean,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,G8S,"omen, killjoy, astra",476,0.91,188.3,0.86,66%,126.6,0.62,0.24,0.09,0.06,16%,10%,FALSE,Male,Japan,Japanese,
Gwangboong,Kwang won,Kim,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,SG,"raze, jett, neon",947,1.14,243.9,1.17,74%,161.6,0.85,0.2,0.2,0.15,25%,19%,FALSE,Male,South Korea,Korean,
Ripablo,Syuma,Ikeda,active,,IGZ,"omen, astra, brimstone",1900,0.86,163.4,0.8,70%,107.1,0.58,0.34,0.06,0.07,23%,13%,FALSE,Male,Japan,Japanese,
MeiMei,Nguyï¿½ï¿½ï¿½,Hï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DFM.GC,"chamber, sage, astra",312,0.93,181.6,0.89,68%,119,0.64,0.22,0.07,0.08,21%,2%,FALSE,Male,Japan,Japanese,
Ask,Yamamoto,Seigi,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BCS,"sova, jett, fade",798,0.93,182.9,0.85,68%,123.4,0.63,0.29,0.06,0.07,28%,13%,FALSE,Male,JAPAN,Japanese,
Vici,Vici,Vici,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,JDG,"killjoy, reyna, omen",478,1.25,219.2,1.38,76%,144.4,0.81,0.3,0.05,0.06,28%,16%,FALSE,Female,Russia,Russian,
Dhimoruto,Takeyasu,Kohei,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DLT,"omen, sova, astra",764,0.77,153,0.76,66%,100.5,0.55,0.27,0.04,0.06,25%,17%,FALSE,Male,Japan,Japanese,
SylFy,Yone,Hisao,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NFX,"killjoy, omen, cypher",1208,0.93,183.2,0.92,68%,119.3,0.64,0.24,0.06,0.08,21%,14%,FALSE,Male,JAPAN,Japanese,
Cayden,Olmi,Yari,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DSY,"omen, viper, sova",2681,0.98,179.3,0.93,74%,119,0.63,0.37,0.06,0.07,25%,15%,TRUE,Male,Italy,Italian,
litshii,Armin,Pervan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,PXU,"skye, kayo, breach",2238,0.94,185.5,0.89,70%,124.1,0.64,0.35,0.07,0.09,22%,14%,FALSE,Male,Austria,German,
DENZO,Denniz,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýzden,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,HMB,"jett, raze, phoenix",1392,1,232.5,0.99,66%,148.1,0.79,0.19,0.18,0.18,24%,14%,FALSE,Male,SWEDEN,Swedish,
NeX,Ji Hu,Yoon,active,http://static.lolesports.com/players/1659003231947_placeholder.png,RV,"jett, raze, breach",1389,0.99,212.5,0.98,68%,136,0.74,0.19,0.17,0.14,25%,14%,FALSE,Male,SWEDEN,Swedish,
dOME,Domenico,Balistreri,active,http://static.lolesports.com/players/1679900952034_placeholder.png,TOG,"kayo, breach, brimstone",293,0.78,167.3,0.72,65%,108.9,0.57,0.32,0.08,0.12,32%,7%,FALSE,Male,GERMANY,German,
KnightVoice,Hubert,Lorenc,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,HMB,"breach, sova, raze",1497,0.92,181,0.85,69%,119.1,0.64,0.27,0.07,0.08,29%,16%,FALSE,Male,Poland,Polish,
Kayn,,IGW,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,GTZ,"breach, omen, raze",790,0.77,168.8,0.71,66%,106.2,0.57,0.31,0.08,0.14,25%,8%,FALSE,Male,PORTUGAL,Portuguese,
Filu,Dawid,Czarnecki,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DSY,"jett, raze, omen",3761,1.07,231.6,1.1,70%,148.8,0.81,0.21,0.17,0.15,28%,18%,FALSE,Male,Poland,Polish,
SepiaMars,Hiroyuki,Ogawa,active,,RIG,"omen, reyna, viper",319,0.8,174.1,0.78,67%,109.4,0.6,0.24,0.08,0.06,23%,7%,FALSE,Male,Japan,Japanese,
Moothie,Seungwoo,Lee,active,,CGZ,"sova, chamber, viper",1426,0.98,191.8,0.9,69%,126.1,0.66,0.29,0.08,0.1,31%,10%,FALSE,Male,South Korea,Korean,
kobra,Suhyun,Ha,active,,IGZ,"jett, omen, raze",1408,0.98,220.5,1.02,64%,141.8,0.77,0.13,0.17,0.16,27%,12%,FALSE,Female,South Korea,Korean,
Aace,Sota,Ito,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,RID,"omen, viper, raze",704,1.01,193.1,1.07,72%,129.1,0.73,0.29,0.06,0.06,32%,16%,FALSE,Male,Japan,Japanese,
KaKU,Tadashi,Nishitani,active,http://static.lolesports.com/players/1654131976869_silhouette_transparent1.png,FG,"sova, breach, skye",518,0.79,180.6,0.84,62%,120.1,0.63,0.29,0.08,0.09,29%,13%,FALSE,Male,Japan,Japanese,
mittiii,Taiji,Urahigashi,active,,FL,"jett, raze, sage",760,1.03,221.4,1.08,67%,136.3,0.78,0.18,0.15,0.14,18%,12%,FALSE,Male,JAPAN,Japanese,
Killer,Murakami,Ryosei,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DFM,"astra, omen, viper",415,0.76,158.4,0.71,63%,99,0.55,0.22,0.05,0.1,19%,9%,FALSE,Male,JAPAN,Japanese,
fujiyama,Kaede,Sugiyama,active,,SA,"jett, sage, killjoy",280,0.81,183.2,0.74,57%,126.1,0.6,0.17,0.09,0.11,18%,12%,FALSE,Female,JAPAN,Japanese,
Kamuro,Ryu,Suzuki,active,,NVG,"sova, raze, jett",651,0.83,174.2,0.82,67%,120.5,0.59,0.24,0.08,0.1,21%,13%,FALSE,Male,JAPAN,Japanese,
xui,Kaito,Shimada,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,AXR,"sova, fade, skye",246,0.67,137.3,0.65,65%,97.1,0.52,0.21,0.04,0.08,31%,8%,FALSE,Male,JAPAN,Japanese,
Kuukai,Kamimura,Yoshinori,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,CGZ,"cypher, sova, skye",625,0.94,182.9,0.94,67%,123.5,0.68,0.16,0.09,0.1,27%,14%,FALSE,Male,Japan,Japanese,
KuuKai,Kamimura,Yoshinori,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,CGZ,"cypher, sova, skye",625,0.94,182.9,0.94,67%,123.5,0.68,0.16,0.09,0.1,27%,14%,FALSE,Male,Japan,Japanese,
HoKoX,Ken Tang,ChiAnn,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,RDA,"sova, cypher, killjoy",275,0.75,156.5,0.61,55%,109.2,0.49,0.18,0.04,0.08,20%,9%,FALSE,Male,MALAYSIA,Malay,
Iyo,LEE,YI-TING,active,http://static.lolesports.com/players/1627628892867_1599762334741_silhouette.png,CBT,"cypher, killjoy, phoenix",1078,1.08,206.2,1.03,72%,131.2,0.72,0.25,0.09,0.07,19%,15%,FALSE,Female,Taiwan,Mandarin,
VADE,Kritapong,Prasertadisorn,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,VLTH,"viper, cypher, omen",478,0.67,129.4,0.63,62%,87.2,0.46,0.22,0.06,0.1,32%,17%,FALSE,Male,THAILAND,Thai,
Erz4h,Jayson,Bamba,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,(+3),"killjoy, jett, brimstone",266,0.64,172.6,0.73,66%,110.7,0.57,0.32,0.09,0.18,23%,8%,FALSE,Male,THAILAND,Thai,
DizzyFps,Wilbur john,Labador,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,MEOW,"gekko, sova, jett",375,0.86,179.2,0.82,61%,122.3,0.62,0.19,0.08,0.12,31%,18%,FALSE,Male,PHILIPPINES,Filipino/English,
socools0da,Natdanai ,Chaibun,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,THA,"skye, sova, fade",2194,1.01,197.7,1.01,73%,130.7,0.72,0.31,0.08,0.08,34%,16%,FALSE,Male,PHILIPPINES,Filipino/English,
Shaun,Tuan Thanh,Pham,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,CKE,"killjoy, cypher, viper",367,0.86,174.3,0.86,67%,116,0.65,0.16,0.08,0.08,24%,9%,FALSE,Male,THAILAND,Thai,
Ting2k5,Manh Thang,Duong,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,FPT,"jett, sova, omen",1681,0.94,189.5,0.96,67%,127.8,0.69,0.18,0.11,0.12,28%,15%,FALSE,Male,Vietnam,Vietnamese,
jans0n,Chen,Joon Er,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,RDA,"killjoy, gekko, breach",1093,0.94,187.6,0.89,66%,122.1,0.67,0.26,0.07,0.1,26%,8%,FALSE,Female,Malaysia,Malay,
alyaL,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýc Hýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýng,Hoï¿½ï¿½ï¿½,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FPT,"killjoy, viper, cypher",2960,0.98,210.6,0.97,69%,140,0.72,0.24,0.09,0.11,24%,16%,FALSE,Male,VIETNAM,Vietnamese,
LBY,Kuraoka,Eisuke,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,RGE,"breach, omen, kayo",2613,0.93,174.7,0.85,72%,114.8,0.61,0.37,0.05,0.07,30%,11%,TRUE,Male,Japan,Japanese,
SPINO,Boonnoy,Nattawan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,(+1),"killjoy, viper, cypher",328,0.77,168.6,0.74,59%,115,0.59,0.14,0.05,0.08,19%,15%,FALSE,Male,THAILAND,Thai,
Reagzyy,Reagan,Thun,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BLD.A,"raze, sova, jett",352,1.03,200.6,0.92,66%,136.4,0.69,0.19,0.1,0.1,21%,7%,FALSE,Male,THAILAND,Thai,
Real8,Duc Hieu,Vu Ngoc,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,LAZY,"omen, astra, viper",789,0.95,192.9,0.94,69%,122.8,0.68,0.31,0.06,0.07,26%,9%,FALSE,Male,Vietnam,Vietnamese,
Pecal,Faishal,Afiq,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,HB,"sova, breach, fade",452,0.74,156.8,0.62,65%,106.8,0.48,0.32,0.07,0.11,16%,4%,FALSE,Male,MALAYSIA,Malay,
rolex,Jaeho,Yoon,active,,XIA,"killjoy, viper, jett",2162,0.95,197.5,0.94,69%,131.1,0.67,0.23,0.1,0.1,22%,14%,FALSE,Male,Thailand,Thai,
Max,Sahil,Adhav,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,DUPG,"cypher, killjoy, skye",265,0.79,150.7,0.68,67%,103.1,0.51,0.26,0.06,0.08,29%,9%,FALSE,Male,INDIA,Hindi/English,
modeskiii,Matthew,Bautista,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,VPRS,"killjoy, astra, cypher",1540,0.92,184.2,0.93,70%,119.7,0.65,0.2,0.08,0.1,30%,14%,FALSE,Male,Philippines,Filipino/English,
Maskon,Adam,Justin,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ARF,"sova, kayo, reyna",1402,1.04,204.5,1.07,72%,129.3,0.72,0.33,0.07,0.06,22%,13%,FALSE,Male,INDONESIA,Indonesian,
domo,Isaac,Lai,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NOM,"killjoy, chamber, cypher",202,0.86,182.3,0.86,64%,121.5,0.64,0.11,0.06,0.11,21%,31%,FALSE,Male,INDONESIA,Indonesian,
SyKo,VJ Arnold,Inoncillo,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,PUG,"skye, sova, sage",992,0.86,179.5,0.81,68%,118.4,0.62,0.31,0.06,0.1,35%,18%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
Blaize,Ahmad,Irfan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,SANK,"jett, skye, omen",319,0.65,166.4,0.59,58%,109.5,0.53,0.25,0.08,0.13,16%,3%,FALSE,Male,PHILIPPINES,Filipino/English,
Hyuse,Huynh Huu Huy,Thai,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,2K,"jett, raze, clove",256,0.98,217.7,0.93,67%,147.3,0.75,0.26,0.11,0.13,25%,19%,FALSE,Male,MALAYSIA,Malay,
tupai,yoga ade,pratomo,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,REVE,"sova, cypher, reyna",361,0.7,180.9,0.67,60%,121.2,0.6,0.19,0.13,0.13,26%,8%,FALSE,Male,VIETNAM,Vietnamese,
PadangRice,Mevlana Muhammad,Farras Annafis,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,BIGG.M,"sova, viper, omen",401,0.75,164.8,0.67,65%,117,0.55,0.25,0.05,0.08,21%,11%,FALSE,Male,INDONESIA,Indonesian,
Makaveli,Nikhil,Chettri ,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,OGS,"omen, killjoy, yoru",543,0.99,184.3,0.99,73%,124.7,0.65,0.28,0.06,0.06,25%,11%,FALSE,Male,India,Hindi/English,
Mizern, K Satish, K Satish,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,PDF,"jett, breach, cypher",450,0.73,162.4,0.73,64%,110,0.59,0.21,0.05,0.1,28%,8%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
Wrath,Dzul,Hilmie,active,http://static.lolesports.com/players/1674813582351_placeholder.png,HB,"omen, breach, astra",600,0.81,171.9,0.73,66%,112.7,0.58,0.32,0.05,0.07,24%,9%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
Mojo,Tao Jian,Thong,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,RGE,"breach, sova, omen",1113,0.76,149.7,0.69,65%,97.5,0.52,0.35,0.06,0.09,20%,14%,TRUE,Male,Brunei,Malay,
Goliathz,Felix,Felix,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,XTM,"jett, skye, kayo",257,0.93,205.8,0.89,63%,131.2,0.71,0.3,0.15,0.18,24%,9%,FALSE,Male,INDONESIA,Indonesian,
Mashmello,Peeravich,Chansap,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DAYN,"sova, killjoy, astra",216,0.89,191.5,0.9,65%,123.7,0.68,0.19,0.12,0.11,24%,13%,FALSE,Male,INDONESIA,Indonesian,
gilga,Reiki,Pahlevi,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NXL,"raze, astra, jett",232,0.88,182.2,0.81,64%,124.6,0.63,0.31,0.04,0.07,23%,11%,FALSE,Male,THAILAND,Thai,
mas,Michael,Smith,active,,NXL,"sova, skye, raze",204,0.71,161.1,0.64,58%,105.8,0.53,0.25,0.07,0.11,18%,8%,FALSE,Male,INDONESIA,Indonesian,
kye,Hazim,Bin,active,http://static.lolesports.com/players/1674813491141_placeholder.png,HB,"viper, omen, astra",402,0.82,171.7,0.76,63%,113.9,0.61,0.27,0.07,0.1,30%,15%,FALSE,Male,INDONESIA,Indonesian,
Hypathor,Chun Ming,Jark,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,OF,"sova, breach, viper",1158,0.9,172.2,0.82,68%,116.2,0.57,0.35,0.06,0.08,20%,18%,FALSE,Male,MALAYSIA,Malay,
rite2ace,Tejas,Sawant,active,,MLT,"sova, skye, omen",6665,1.03,188.6,1.03,73%,124.7,0.67,0.31,0.06,0.06,27%,14%,TRUE,Male,India,Hindi/English,
EugeneS,Serrano,Eugene Andrei,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,SKYE,"jett, raze, killjoy",939,0.92,214.3,0.92,67%,140.4,0.74,0.17,0.17,0.18,26%,8%,FALSE,Male,Philippines,Filipino/English,
Veqaj,PATTYN,Sylvain,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ZER,"jett, skye, raze",1713,1,198.9,0.96,72%,128,0.7,0.39,0.1,0.11,25%,14%,FALSE,Male,France,French,
Azure,EN RUEI,JHAN,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FA,"sova, jett, sage",389,1.02,213.2,0.95,66%,142,0.74,0.2,0.12,0.14,32%,9%,FALSE,Male,HONG KONG,Cantonese/English,
NIZ,Yutthaphum,Thawongphia,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,SG,"sova, omen, viper",511,0.95,189.2,0.95,69%,127.4,0.68,0.25,0.07,0.1,32%,15%,FALSE,Male,HONG KONG,Cantonese/English,
Yoky,Jularat,Buaphan,active,,KZ.T,"breach, sova, skye",1418,0.89,173.2,0.85,73%,111.1,0.61,0.39,0.07,0.09,31%,11%,FALSE,Female,Thailand,Thai,
dumin,Du,Min Yeo,active,http://static.lolesports.com/players/1680005913946_placeholder.png,NDG,"jett, sova, raze",288,0.69,165.8,0.63,58%,111.8,0.54,0.19,0.14,0.17,26%,12%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
Mairolls,Sukrob,Maitri,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NKT,"astra, cypher, skye",337,0.82,173.9,0.76,69%,108.6,0.59,0.31,0.07,0.06,19%,19%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
Kaephrodite,Sim,Kellyn,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,MLT.GC,"killjoy, sova, chamber",1234,1.02,217.4,1.03,72%,141.2,0.73,0.24,0.11,0.11,17%,16%,FALSE,Female,Singapore,English/Malay/Mandarin/Tamil,
PKHI,Pakorn,Kamonkoson,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,47,"jett, chamber, phoenix",647,1.06,237.6,1.06,71%,151.1,0.82,0.19,0.19,0.14,17%,18%,FALSE,Male,THAILAND,Thai,
Morningstar,Minh Quan,Nguyï¿½ï¿½ï¿½,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,CKE,"brimstone, omen, kayo",201,0.82,179.1,0.74,62%,119.6,0.61,0.3,0.09,0.09,23%,15%,FALSE,Male,THAILAND,Thai,
Titanium,Hakeem,Goh,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,KJC,"sova, raze, jett",252,0.82,182.8,0.7,62%,116.6,0.58,0.23,0.08,0.07,20%,6%,FALSE,Male,VIETNAM,Vietnamese,
Salvestro,Tng,Jayden,active,,FAT,"jett, omen, reyna",1401,0.95,221.5,1.09,67%,135.3,0.78,0.18,0.16,0.14,21%,12%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,
lby,Eisuke ,Kuraoka,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,RGE,"breach, omen, kayo",2613,0.93,174.7,0.85,72%,114.8,0.61,0.37,0.05,0.07,30%,11%,TRUE,Male,Japan,Japanese,
Xenoo,Kirubairaj,Jonanathan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,X10,"sova, fade, raze",876,0.9,194.8,0.81,68%,128.2,0.63,0.3,0.1,0.11,22%,8%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
JaoTae,Kampanat,Thongjaeng,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NKT,"astra, breach, sova",1603,0.86,176.2,0.81,68%,115.2,0.61,0.29,0.06,0.08,23%,14%,FALSE,Male,Thailand,Thai,
Mochiyx,Yee Xuan,Tan,active,,BIGG,"astra, viper, omen",496,0.71,149.8,0.68,63%,97.5,0.53,0.25,0.05,0.08,24%,15%,FALSE,Male,Malaysia,Malay,
blood,Hafizh,Havillah Adelgar,active,http://static.lolesports.com/players/1679563215776_placeholder.png,LCR,"killjoy, sage, reyna",566,0.77,170.8,0.75,67%,110.4,0.6,0.18,0.08,0.08,29%,10%,FALSE,Male,SOUTH KOREA,Korean,
Uta,Tsz Ting,Wong,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,OF,"jett, killjoy, cypher",1860,0.99,198.6,0.97,69%,130,0.7,0.24,0.11,0.12,21%,11%,FALSE,Male,SOUTH KOREA,Korean,
XyuS,Shih,guan yu,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,(+3),"jett, raze, kayo",1153,1.1,229.1,1.18,71%,147.2,0.83,0.15,0.18,0.14,30%,12%,FALSE,Male,Taiwan,Mandarin,
EARTHY,Pacharapol,Nitsawaeng,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,BNC,"skye, breach, astra",668,0.76,150.5,0.64,65%,99.1,0.49,0.4,0.05,0.09,20%,10%,FALSE,Male,THAILAND,Thai,
madel,Maulana L,RD Agusta,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,(+1),"omen, viper, brimstone",345,0.89,175.6,0.85,66%,115.6,0.62,0.29,0.08,0.1,22%,16%,FALSE,Male,THAILAND,Thai,
erumaa,Elmarian,Haessel,active,http://static.lolesports.com/players/1678687802343_Placeholder.png,OGX,"killjoy, chamber, cypher",1495,0.93,185.3,0.91,69%,124,0.63,0.21,0.08,0.09,18%,13%,FALSE,Male,Indonesia,Indonesian,
Acetics,Teerapat,Jinyong,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,SPE,"sova, raze, fade",4971,0.92,190.2,0.92,69%,125.7,0.66,0.26,0.08,0.09,26%,18%,FALSE,Male,Thailand,Thai,
Maru,Marc Samuel,Begley,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,Fast,"cypher, killjoy, sova",2081,1,194.7,0.97,70%,129.8,0.69,0.22,0.06,0.09,24%,13%,FALSE,Male,United Kingdom,English,
2766,Aron Joshua,Orlanda,active,http://static.lolesports.com/players/1682404866476_placeholder.png,ZOL,"sova, fade, omen",952,0.99,172.8,0.88,72%,113.3,0.6,0.36,0.04,0.05,18%,12%,FALSE,Male,PHILIPPINES,Filipino/English,
flippy,Jan Philip,Marique,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,SBE,"skye, astra, sage",2593,0.95,189.4,0.94,71%,125.6,0.67,0.3,0.07,0.08,26%,15%,FALSE,Male,Philippines,Filipino/English,
zwan,Intachat,Chalermchai,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,GD,"kayo, breach, killjoy",342,0.87,187.4,0.8,67%,125.5,0.63,0.35,0.09,0.15,21%,8%,FALSE,Male,THAILAND,Thai,
primmie,Papaphat,Sriphapha,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,TLN,"jett, cypher, killjoy",276,1.15,244.8,1.19,74%,161.3,0.88,0.21,0.14,0.09,39%,25%,FALSE,Male,Thailand,Thai,
kazzoo,Khalif,Yasser,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ETH,"reyna, raze, gekko",229,0.9,191.9,0.8,68%,127.9,0.65,0.25,0.07,0.1,22%,,FALSE,Male,SYRIA,Arabic,
coconut,Chung,Colin,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,OF,"killjoy, cypher, sova",1620,1.03,210.6,1.04,69%,139.1,0.75,0.21,0.09,0.1,31%,15%,FALSE,Male,Hong Kong,Cantonese/English,
Ko0,Cong Minh,Nguyen,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,MKG,"raze, reyna, omen",1207,0.91,189.6,0.87,68%,121.7,0.65,0.35,0.08,0.1,27%,17%,FALSE,Male,VIETNAM,Vietnamese,
